,Reputation,Views,UpVotes,DownVotes,Score,ViewCount,CommentCount
1915,22625,4069,2496,45,23,10853,4
1916,22625,4069,2496,45,38,1548,9
1918,22625,4069,2496,45,47,49948,0
1928,22625,4069,2496,45,26,672,1
1940,22625,4069,2496,45,39,1764,2
1993,22625,4069,2496,45,32,37288,0
2003,22625,4069,2496,45,6,10288,7
2067,22625,4069,2496,45,24,0,0
2071,22625,4069,2496,45,37,0,3
2085,22625,4069,2496,45,25,0,3
2159,22625,4069,2496,45,13,7307,12
2179,22625,4069,2496,45,34,0,6
2202,211,19,2,0,13,70255,1
2204,211,19,2,0,46,0,1
2231,1166,146,482,24,14,16090,0
2236,313,16,8,0,26,36801,1
2245,6140,649,497,114,27,2939,0
2246,6140,649,497,114,14,25597,0
2248,6140,649,497,114,79,22354,2
2266,6140,649,497,114,26,15463,3
2299,6140,649,497,114,29,34044,3
2316,6140,649,497,114,17,8410,4
2336,6140,649,497,114,0,146,12
2356,908,42,69,0,1,782,11
2375,1815,188,149,3,40,16006,0
2384,1815,188,149,3,62,1865,3
2386,1815,188,149,3,25,12366,2
2394,1815,188,149,3,6,2519,11
2416,586,11,0,0,25,0,0
2429,2496,384,5,0,22,13685,0
2435,2496,384,5,0,24,0,4
2445,2496,384,5,0,9,9951,4
2448,2496,384,5,0,36,0,4
2453,2496,384,5,0,33,0,4
2476,184,119,2,0,52,11458,4
2496,615,77,95,0,11,11637,4
2501,4022,1471,345,19,26,0,2
2512,4022,1471,345,19,124,34780,1
2513,4022,1471,345,19,61,0,2
2514,4022,1471,345,19,32,0,2
2529,4022,1471,345,19,27,0,0
2542,4022,1471,345,19,26,2469,0
2544,4022,1471,345,19,34,0,4
2605,1293,266,55,0,44,7814,3
2655,1233,106,170,2,18,9910,7
2672,221,9,8,0,30,0,1
2681,898,104,82,3,26,4873,2
2723,7931,984,819,0,57,0,4
2760,7931,984,819,0,164,0,5
2786,7931,984,819,0,28,0,2
2836,315,40,8,0,24,1439,2
2844,5309,1147,1160,5,51,0,2
2867,5309,1147,1160,5,34,4337,4
2874,5309,1147,1160,5,63,0,0
2875,5309,1147,1160,5,55,0,3
2891,5309,1147,1160,5,28,8386,2
2892,5309,1147,1160,5,23,19094,0
2899,5309,1147,1160,5,27,1084,2
2911,5309,1147,1160,5,41,3963,3
2914,5309,1147,1160,5,9,15051,3
2925,5309,1147,1160,5,13,10961,0
2958,5309,1147,1160,5,2,23434,0
2965,5309,1147,1160,5,1,289,12
2975,5309,1147,1160,5,15,8366,3
2985,5309,1147,1160,5,44,0,1
2998,5309,1147,1160,5,25,3332,4
3000,5309,1147,1160,5,28,0,0
3022,442,84,30,2,31,4120,0
3029,442,84,30,2,6,15362,1
3055,4701,839,1408,55,11,0,11
3086,4701,839,1408,55,5,526,11
3087,4701,839,1408,55,7,0,11
3118,4701,839,1408,55,6,0,11
3128,1272,335,108,1,17,23985,4
3131,1272,335,108,1,35,0,0
3137,1272,335,108,1,47,0,4
3296,223,6,3,0,24,23545,2
3307,847,73,19,0,66,0,1
3326,129,127,8,4,14,15823,6
3370,4829,1088,692,3,5,0,18
3402,4829,1088,692,3,29,0,2
3436,1994,523,62,0,32,0,1
3437,1994,523,62,0,115,0,6
3442,1994,523,62,0,40,0,5
3446,1994,523,62,0,28,0,0
3464,303,36,0,0,39,11200,0
3470,1233,104,75,4,10,8585,0
3481,1233,104,75,4,28,8108,1
3496,1233,104,75,4,1,900,13
3508,1233,104,75,4,7,8341,2
3557,5134,842,58,9,27,0,2
3662,101,6,2,0,5,11865,0
3695,5442,671,115,2,121,10402,6
3696,5442,671,115,2,28,0,7
3744,5442,671,115,2,40,1813,4
3760,5442,671,115,2,59,0,5
3791,5442,671,115,2,2,0,11
3797,5442,671,115,2,90,7545,9
3800,5442,671,115,2,24,3273,2
3828,891,185,55,0,97,37144,4
3844,213,14,0,0,12,17429,5
3944,6906,1070,394,6,27,2322,8
3953,6906,1070,394,6,68,0,4
3954,6906,1070,394,6,33,0,6
3956,6906,1070,394,6,4,0,12
3959,6906,1070,394,6,1,0,11
4018,71,28,1,0,9,34458,0
4022,111,7,54,0,58,0,1
4026,2133,272,28,1,44,0,10
4027,2133,272,28,1,50,2732,3
4032,2133,272,28,1,24,0,2
4055,2031,268,152,1,33,4284,0
4065,2031,268,152,1,9,8532,3
4099,6431,973,857,21,35,0,6
4108,6431,973,857,21,47,0,1
4121,6431,973,857,21,25,25960,2
4125,6431,973,857,21,28,9926,1
4128,6431,973,857,21,72,0,2
4132,6431,973,857,21,29,0,1
4156,6431,973,857,21,4,2263,11
4169,6431,973,857,21,24,10693,4
4194,1422,173,20,0,83,0,7
4218,12813,1089,1607,57,37,0,3
4236,12813,1089,1607,57,26,0,1
4242,12813,1089,1607,57,35,0,0
4243,12813,1089,1607,57,53,0,3
4279,12813,1089,1607,57,28,0,1
4301,12813,1089,1607,57,19,0,13
4469,378,24,26,0,55,11646,3
4479,208,7,0,1,21,28339,0
4480,300,29,13,0,37,637,0
4483,300,29,13,0,24,0,1
4506,2908,265,444,11,28,0,2
4512,2908,265,444,11,33,6451,2
4588,2092,272,32,4,3,0,11
4596,2092,272,32,4,21,632,15
4650,268,42,9,0,13,14181,4
4651,268,42,9,0,19,9102,1
4655,2133,205,65,0,43,0,1
4657,2133,205,65,0,72,0,0
4660,2133,205,65,0,69,66972,3
4661,2133,205,65,0,28,0,3
4705,326,32,10,0,33,2901,4
4716,118,40,61,0,1,732,11
4717,599,77,2,0,31,0,0
4730,279,31,14,0,6,575,15
4735,141,9,0,0,28,1102,0
4743,101,4,0,0,71,0,2
4791,485,44,9,0,10,15328,3
4803,2002,186,155,11,20,18993,1
4813,2002,186,155,11,16,15981,3
4815,2002,186,155,11,47,2077,10
4817,2002,186,155,11,2,0,15
4827,2002,186,155,11,11,25197,0
4835,2002,186,155,11,47,2299,5
4844,125,32,22,0,37,0,1
4845,125,32,22,0,6,277,22
4851,307,46,43,0,11,8128,0
4867,161,19,2,0,26,1460,1
4879,365,40,260,0,1,0,16
4903,2400,293,692,23,14,7749,0
4930,2400,293,692,23,3,1004,12
4933,2400,293,692,23,3,175,14
4937,1034,185,38,0,4,8479,1
4938,1034,185,38,0,11,11533,0
4951,1034,185,38,0,11,16486,3
5006,13478,1286,283,17,45,0,2
5063,13478,1286,283,17,10,0,12
5118,13478,1286,283,17,6,166,12
5243,10647,1225,683,49,4,0,14
5281,10647,1225,683,49,6,0,26
5285,10647,1225,683,49,25,0,1
5287,10647,1225,683,49,6,0,11
5309,10647,1225,683,49,16,0,12
5346,10647,1225,683,49,1,0,11
5358,10647,1225,683,49,2,0,22
5375,10647,1225,683,49,30,0,3
5410,379,51,163,49,8,268,13
5420,426,47,8,0,20,18749,0
5421,426,47,8,0,46,0,1
5426,426,47,8,0,24,3776,6
5532,1855,105,71,0,59,0,1
5538,1855,105,71,0,54,9927,2
5549,1855,105,71,0,38,1681,1
5574,406,56,11,0,36,11691,5
5608,44152,7357,2156,82,7,0,12
5642,44152,7357,2156,82,106,0,2
5764,44152,7357,2156,82,33,2172,8
5827,44152,7357,2156,82,7,0,14
5866,44152,7357,2156,82,1,0,12
5887,44152,7357,2156,82,3,0,13
5912,44152,7357,2156,82,4,0,11
5937,44152,7357,2156,82,3,0,13
5939,44152,7357,2156,82,2,0,11
6007,44152,7357,2156,82,0,0,21
6296,577,64,51,0,26,0,0
6354,292,35,6,0,61,0,2
6376,1895,312,225,1,65,34617,4
6422,311,36,49,0,1,638,17
6488,5606,967,1547,8,92,21588,6
6530,5606,967,1547,8,0,0,11
6543,5606,967,1547,8,41,28622,1
6561,5606,967,1547,8,30,0,37
6569,5606,967,1547,8,6,179,18
6660,5606,967,1547,8,3,95,16
6672,65272,5680,7035,143,11,0,3
6673,65272,5680,7035,143,8,0,4
6674,65272,5680,7035,143,5,0,0
6675,65272,5680,7035,143,2,0,4
6676,65272,5680,7035,143,2,0,0
6677,65272,5680,7035,143,8,0,5
6678,65272,5680,7035,143,5,0,0
6679,65272,5680,7035,143,2,0,0
6680,65272,5680,7035,143,3,0,0
6681,65272,5680,7035,143,6,0,0
6682,65272,5680,7035,143,0,0,2
6683,65272,5680,7035,143,0,0,0
6684,65272,5680,7035,143,2,0,1
6685,65272,5680,7035,143,2,0,0
6686,65272,5680,7035,143,1,0,4
6687,65272,5680,7035,143,1,0,0
6688,65272,5680,7035,143,2,0,3
6689,65272,5680,7035,143,4,0,2
6690,65272,5680,7035,143,5,230,5
6691,65272,5680,7035,143,1,0,0
6692,65272,5680,7035,143,11,0,7
6693,65272,5680,7035,143,3,0,3
6694,65272,5680,7035,143,1,0,0
6695,65272,5680,7035,143,0,0,0
6696,65272,5680,7035,143,3,0,3
6697,65272,5680,7035,143,20,0,5
6698,65272,5680,7035,143,2,0,1
6699,65272,5680,7035,143,3,0,1
6700,65272,5680,7035,143,4,0,3
6701,65272,5680,7035,143,1,0,0
6702,65272,5680,7035,143,6,0,2
6703,65272,5680,7035,143,3,0,1
6704,65272,5680,7035,143,1,0,0
6705,65272,5680,7035,143,1,0,0
6706,65272,5680,7035,143,1,0,0
6707,65272,5680,7035,143,1,0,0
6708,65272,5680,7035,143,3,0,0
6709,65272,5680,7035,143,1,0,4
6710,65272,5680,7035,143,9,0,0
6711,65272,5680,7035,143,2,0,0
6712,65272,5680,7035,143,2,0,2
6713,65272,5680,7035,143,4,0,0
6714,65272,5680,7035,143,3,0,2
6715,65272,5680,7035,143,2,0,0
6716,65272,5680,7035,143,7,0,0
6717,65272,5680,7035,143,2,0,0
6718,65272,5680,7035,143,1,0,6
6719,65272,5680,7035,143,12,0,2
6720,65272,5680,7035,143,1,0,0
6721,65272,5680,7035,143,1,0,5
6722,65272,5680,7035,143,1,0,8
6723,65272,5680,7035,143,2,0,1
6724,65272,5680,7035,143,2,0,3
6725,65272,5680,7035,143,5,0,0
6726,65272,5680,7035,143,3,0,0
6727,65272,5680,7035,143,1,0,0
6728,65272,5680,7035,143,1,0,1
6729,65272,5680,7035,143,3,0,0
6730,65272,5680,7035,143,1,0,1
6731,65272,5680,7035,143,0,0,5
6732,65272,5680,7035,143,7,0,3
6733,65272,5680,7035,143,1,0,0
6734,65272,5680,7035,143,1,0,1
6735,65272,5680,7035,143,15,0,9
6736,65272,5680,7035,143,2,0,4
6737,65272,5680,7035,143,1,0,0
6738,65272,5680,7035,143,5,0,0
6739,65272,5680,7035,143,2,0,1
6740,65272,5680,7035,143,6,0,2
6741,65272,5680,7035,143,2,0,4
6742,65272,5680,7035,143,1,0,0
6743,65272,5680,7035,143,5,0,2
6744,65272,5680,7035,143,0,0,0
6745,65272,5680,7035,143,4,0,5
6746,65272,5680,7035,143,1,0,3
6747,65272,5680,7035,143,11,0,3
6748,65272,5680,7035,143,5,0,3
6749,65272,5680,7035,143,3,0,2
6750,65272,5680,7035,143,0,0,0
6751,65272,5680,7035,143,0,0,0
6752,65272,5680,7035,143,1,0,0
6753,65272,5680,7035,143,1,0,0
6754,65272,5680,7035,143,1,0,1
6755,65272,5680,7035,143,2,0,0
6756,65272,5680,7035,143,2,0,8
6757,65272,5680,7035,143,3,0,0
6758,65272,5680,7035,143,4,0,1
6759,65272,5680,7035,143,12,0,1
6760,65272,5680,7035,143,7,0,4
6761,65272,5680,7035,143,1,0,4
6762,65272,5680,7035,143,18,0,11
6763,65272,5680,7035,143,10,0,0
6764,65272,5680,7035,143,1,0,0
6765,65272,5680,7035,143,3,0,3
6766,65272,5680,7035,143,1,0,0
6767,65272,5680,7035,143,8,0,6
6768,65272,5680,7035,143,3,0,5
6769,65272,5680,7035,143,1,0,4
6770,65272,5680,7035,143,7,0,0
6771,65272,5680,7035,143,1,0,1
6772,65272,5680,7035,143,1,0,0
6773,65272,5680,7035,143,4,0,0
6774,65272,5680,7035,143,15,0,5
6775,65272,5680,7035,143,4,0,1
6776,65272,5680,7035,143,0,0,0
6777,65272,5680,7035,143,2,0,2
6778,65272,5680,7035,143,3,0,0
6808,830,174,148,0,29,0,0
6845,597,46,22,0,48,0,2
6857,591,67,15,0,18,1340,16
6875,1075,77,11,1,184,66071,10
6887,2834,434,333,24,3,0,17
6901,2834,434,333,24,2,0,11
6916,2834,434,333,24,8,441,13
6944,531,90,2,0,8,14597,0
6946,531,90,2,0,9,28723,0
6998,1118,62,6,2,10,0,11
7000,1118,62,6,2,58,0,2
7017,18187,1660,230,4,38,0,2
7032,18187,1660,230,4,40,3214,12
7044,18187,1660,230,4,25,0,1
7047,18187,1660,230,4,29,0,1
7066,18187,1660,230,4,30,0,3
7101,18187,1660,230,4,19,0,16
7107,18187,1660,230,4,60,0,7
7202,18187,1660,230,4,44,0,30
7204,18187,1660,230,4,24,0,7
7215,18187,1660,230,4,25,0,7
7262,18187,1660,230,4,18,0,13
7288,315,21,8,0,37,5282,3
7290,155,66,23,0,192,60964,3
7351,1054,87,221,0,50,0,7
7360,1054,87,221,0,1,324,13
7364,1054,87,221,0,2,79,13
7378,87393,20932,11273,779,6,0,0
7379,87393,20932,11273,779,4,0,0
7380,87393,20932,11273,779,2,0,1
7381,87393,20932,11273,779,4,0,0
7382,87393,20932,11273,779,7,0,1
7383,87393,20932,11273,779,16,980,7
7384,87393,20932,11273,779,9,0,0
7385,87393,20932,11273,779,18,0,2
7386,87393,20932,11273,779,3,0,0
7387,87393,20932,11273,779,7,0,0
7388,87393,20932,11273,779,4,0,0
7389,87393,20932,11273,779,1,0,2
7390,87393,20932,11273,779,18,0,7
7391,87393,20932,11273,779,4,0,2
7392,87393,20932,11273,779,5,0,1
7393,87393,20932,11273,779,6,0,1
7394,87393,20932,11273,779,6,0,0
7395,87393,20932,11273,779,3,0,2
7396,87393,20932,11273,779,8,0,6
7397,87393,20932,11273,779,1,0,1
7398,87393,20932,11273,779,6,0,1
7399,87393,20932,11273,779,3,0,3
7400,87393,20932,11273,779,13,802,7
7401,87393,20932,11273,779,2,0,0
7402,87393,20932,11273,779,0,0,1
7403,87393,20932,11273,779,1,0,5
7404,87393,20932,11273,779,2,0,0
7405,87393,20932,11273,779,4,0,2
7406,87393,20932,11273,779,11,0,0
7407,87393,20932,11273,779,8,0,1
7408,87393,20932,11273,779,11,0,0
7409,87393,20932,11273,779,2,0,1
7410,87393,20932,11273,779,2,0,2
7411,87393,20932,11273,779,3,0,6
7412,87393,20932,11273,779,6,0,3
7413,87393,20932,11273,779,13,0,2
7414,87393,20932,11273,779,4,0,5
7415,87393,20932,11273,779,3,0,2
7416,87393,20932,11273,779,1,0,4
7417,87393,20932,11273,779,1,0,1
7418,87393,20932,11273,779,7,0,1
7419,87393,20932,11273,779,5,0,0
7420,87393,20932,11273,779,30,0,3
7421,87393,20932,11273,779,3,0,0
7422,87393,20932,11273,779,7,0,1
7423,87393,20932,11273,779,15,0,3
7424,87393,20932,11273,779,8,0,4
7425,87393,20932,11273,779,10,0,6
7426,87393,20932,11273,779,5,0,4
7427,87393,20932,11273,779,13,0,0
7428,87393,20932,11273,779,8,0,2
7429,87393,20932,11273,779,32,0,8
7430,87393,20932,11273,779,4,0,2
7431,87393,20932,11273,779,5,0,0
7432,87393,20932,11273,779,2,0,0
7433,87393,20932,11273,779,23,0,1
7434,87393,20932,11273,779,1,0,2
7435,87393,20932,11273,779,1,0,2
7436,87393,20932,11273,779,50,0,6
7437,87393,20932,11273,779,2,0,0
7438,87393,20932,11273,779,12,0,0
7439,87393,20932,11273,779,5,0,3
7440,87393,20932,11273,779,2,0,7
7441,87393,20932,11273,779,2,0,0
7442,87393,20932,11273,779,1,0,2
7443,87393,20932,11273,779,10,0,4
7444,87393,20932,11273,779,3,0,2
7445,87393,20932,11273,779,3,0,2
7446,87393,20932,11273,779,3,0,0
7447,87393,20932,11273,779,5,0,3
7448,87393,20932,11273,779,16,0,3
7449,87393,20932,11273,779,6,0,2
7450,87393,20932,11273,779,10,0,5
7451,87393,20932,11273,779,10,0,5
7452,87393,20932,11273,779,9,0,3
7453,87393,20932,11273,779,11,0,0
7454,87393,20932,11273,779,6,0,0
7455,87393,20932,11273,779,6,0,6
7456,87393,20932,11273,779,5,0,1
7457,87393,20932,11273,779,4,0,6
7458,87393,20932,11273,779,39,0,12
7459,87393,20932,11273,779,6,0,2
7460,87393,20932,11273,779,12,0,9
7461,87393,20932,11273,779,14,0,3
7462,87393,20932,11273,779,16,0,2
7463,87393,20932,11273,779,60,0,3
7464,87393,20932,11273,779,44,0,6
7465,87393,20932,11273,779,4,0,0
7466,87393,20932,11273,779,7,0,5
7467,87393,20932,11273,779,2,0,0
7468,87393,20932,11273,779,6,0,6
7469,87393,20932,11273,779,10,0,4
7470,87393,20932,11273,779,4,0,2
7471,87393,20932,11273,779,6,0,3
7472,87393,20932,11273,779,3,0,2
7473,87393,20932,11273,779,5,0,3
7474,87393,20932,11273,779,6,0,0
7475,87393,20932,11273,779,9,0,6
7476,87393,20932,11273,779,5,0,3
7477,87393,20932,11273,779,7,0,8
7478,87393,20932,11273,779,2,0,1
7479,87393,20932,11273,779,2,0,1
7480,87393,20932,11273,779,7,0,4
7481,87393,20932,11273,779,11,0,2
7482,87393,20932,11273,779,37,0,2
7483,87393,20932,11273,779,14,0,3
7484,87393,20932,11273,779,6,0,8
7485,87393,20932,11273,779,2,0,0
7486,87393,20932,11273,779,3,0,1
7487,87393,20932,11273,779,3,0,1
7488,87393,20932,11273,779,4,0,0
7489,87393,20932,11273,779,6,0,3
7490,87393,20932,11273,779,12,0,3
7491,87393,20932,11273,779,6,0,1
7492,87393,20932,11273,779,5,0,4
7493,87393,20932,11273,779,3,0,7
7494,87393,20932,11273,779,7,0,4
7495,87393,20932,11273,779,2,0,0
7496,87393,20932,11273,779,8,0,1
7497,87393,20932,11273,779,5,0,2
7498,87393,20932,11273,779,7,0,3
7499,87393,20932,11273,779,5,0,0
7500,87393,20932,11273,779,2,0,0
7501,87393,20932,11273,779,7,0,4
7502,87393,20932,11273,779,3,0,2
7503,87393,20932,11273,779,1,0,4
7504,87393,20932,11273,779,3,0,1
