"Id","District Name","Neighborhood Name","Street","Weekday","Month","Day","Hour","Part of the day","Mild injuries","Serious injuries","Victims","Vehicles involved","Longitude","Latitude"
"2017S004345    ","Sant Martí","el Camp de l'Arpa del Clot","València                                          ","Tuesday","May",16,13,"Morning",1,0,1,2,2.186425,41.40991
"2017S000869    ","Sant Martí","el Camp de l'Arpa del Clot","AV MERIDIANA                                      ","Wednesday","February",1,18,"Afternoon",1,0,1,2,2.186557,41.409004
"2017S001562    ","Sant Martí","el Camp de l'Arpa del Clot","AV MERIDIANA                                      ","Saturday","February",25,8,"Morning",1,0,1,2,2.18656,41.410613
"2017S009772    ","Sant Martí","el Camp de l'Arpa del Clot","Meridiana / València                              ","Friday","November",24,8,"Morning",2,0,2,3,2.186877,41.410354
"2017S007600    ","Sant Martí","el Clot","Bilbao / Aragó                                    ","Wednesday","September",13,23,"Night",1,0,1,5,2.191279,41.411973
"2017S000137    ","Sant Martí","el Clot","ARAGÓ                                             ","Friday","January",6,22,"Night",1,0,1,2,2.1884,41.410069
"2017S008267    ","Sant Martí","el Clot","Corts Catalanes / Poblenou                        ","Friday","October",6,20,"Afternoon",1,0,1,2,2.192552,41.407639
"2017S007951    ","Sant Martí","el Clot","Concili de Trento / Lope de Vega                  ","Tuesday","September",26,12,"Morning",1,0,1,1,2.193547,41.411987
"2017S006854    ","Sant Martí","el Clot","Aragó / Las Navas de Tolosa                       ","Tuesday","August",8,23,"Night",1,0,1,2,2.191279,41.411973
"2017S006079    ","Sant Martí","el Clot","València                                          ","Wednesday","July",12,17,"Afternoon",1,0,1,1,2.187637,41.410827
"2017S004641    ","Sant Martí","el Clot","Lope de Vega / Concili de Trento                  ","Friday","May",26,8,"Morning",1,0,1,3,2.193547,41.411987
"2017S003623    ","Sant Martí","el Clot","Meridiana / Trinxant                              ","Sunday","April",23,11,"Morning",1,0,1,2,2.186892,41.413523
"2017S008103    ","Sant Martí","el Clot","Las Navas de Tolosa / Múrcia                      ","Sunday","October",1,21,"Afternoon",2,0,2,2,2.187887,41.414538
"2017S003940    ","Sant Martí","el Clot","Bilbao                                            ","Thursday","May",4,10,"Morning",1,0,1,3,2.19303,41.410796
"2017S006732    ","Sant Martí","la Verneda i la Pau","Concili de Trento / Extremadura                   ","Wednesday","August",2,11,"Morning",1,0,1,2,2.211398,41.421881
"2017S003914    ","Sant Martí","el Besòs i el Maresme","Litoral (Llobregat)                               ","Wednesday","May",3,11,"Morning",4,0,4,2,2.221726,41.410514
"2017S001257    ","Sant Martí","la Verneda i la Pau","RBLA PRIM / Rbla Guipúscoa                        ","Wednesday","February",15,1,"Night",1,0,1,2,2.204909,41.422204
"2017S010414    ","Sant Martí","el Besòs i el Maresme","Eduard Maristany                                  ","Saturday","December",16,18,"Afternoon",1,0,1,2,2.22051,41.412138
"2017S003078    ","Sant Martí","el Besòs i el Maresme","Prim                                              ","Monday","April",3,19,"Afternoon",0,0,0,1,2.216609,41.413737
"2017S010707    ","Sant Martí","Sant Martí de Provençals","Guipúscoa / Agricultura                           ","Wednesday","December",27,16,"Afternoon",2,0,2,2,2.200363,41.418811
"2017S009012    ","Sant Martí","Sant Martí de Provençals","Cantàbria / Concili de Trento                     ","Tuesday","October",31,19,"Afternoon",1,0,1,2,2.202633,41.418803
"2017S005997    ","Sant Martí","la Verneda i la Pau","Guipúscoa                                         ","Monday","July",10,15,"Afternoon",2,0,2,1,2.201852,41.419652
"2017S005176    ","Sant Martí","la Verneda i la Pau","Santander / Ca n'Oliva                            ","Tuesday","June",13,14,"Afternoon",1,0,1,3,2.201282,41.426638
"2017S000123    ","Sant Martí","la Verneda i la Pau","SANTANDER                                         ","Thursday","January",5,17,"Afternoon",2,0,2,2,2.20173,41.42748
"2017S005072    ","Sant Martí","la Verneda i la Pau","Santander                                         ","Friday","June",9,17,"Afternoon",1,0,1,2,2.200553,41.426416
"2017S007144    ","Sant Martí","la Verneda i la Pau","Guipúscoa                                         ","Wednesday","August",23,20,"Afternoon",1,0,1,1,2.2024,41.420066
"2017S000944    ","Sant Martí","Sant Martí de Provençals","CANTÀBRIA                                         ","Friday","February",3,20,"Afternoon",1,0,1,1,2.204322,41.417325
"2017S000612    ","Sant Martí","la Verneda i la Pau","CANTÀBRIA                                         ","Monday","January",23,18,"Afternoon",1,0,1,3,2.198959,41.423403
"2017S002424    ","Sant Martí","la Verneda i la Pau","SANTANDER                                         ","Sunday","March",26,6,"Morning",1,0,1,1,2.198539,41.42411
"2017S008874    ","Sant Martí","Provençals del Poblenou","Diagonal / Bac de Roda                            ","Thursday","October",26,21,"Afternoon",1,0,1,2,2.203962,41.407568
"2017S003235    ","Sant Martí","el Besòs i el Maresme","Prim                                              ","Friday","April",7,18,"Afternoon",0,0,0,2,2.21694,41.412697
"2017S006914    ","Sant Martí","el Besòs i el Maresme","Prim / Pujades                                    ","Friday","August",11,15,"Afternoon",1,0,1,2,2.216424,41.413489
"2017S001120    ","Sant Martí","Provençals del Poblenou","PERE IV                                           ","Friday","February",10,10,"Morning",2,0,2,2,2.20713,41.414859
"2017S004843    ","Sant Martí","el Besòs i el Maresme","Llull                                             ","Friday","June",2,6,"Morning",1,0,1,1,2.216113,41.411226
"2017S002075    ","Sant Martí","Provençals del Poblenou","SELVA DE MAR / Veneçuela                          ","Wednesday","March",15,8,"Morning",2,0,2,1,2.20736,41.410118
"2017S008856    ","Sant Martí","Provençals del Poblenou","Diagonal / Bac de Roda                            ","Thursday","October",26,8,"Morning",1,0,1,1,2.203962,41.407568
"2017S004209    ","Sant Martí","el Besòs i el Maresme","Maresme / Bolívia                                 ","Friday","May",12,0,"Night",2,0,2,2,2.209648,41.416875
"2017S008566    ","Sant Martí","el Poblenou","Ramon Turró / Ciutat de Granada                   ","Wednesday","October",18,9,"Morning",3,0,3,2,2.199459,41.397299
"2017S002006    ","Sant Martí","el Poblenou","AV LITORAL                                        ","Sunday","March",12,4,"Night",1,0,1,1,2.208706,41.39742
"2017S004941    ","Sant Martí","el Poblenou","Llull                                             ","Tuesday","June",6,9,"Morning",1,0,1,2,2.19633,41.396815
"2017S002347    ","Sant Martí","el Poblenou","LLULL / Ciutat de Granada                         ","Thursday","March",23,19,"Afternoon",1,0,1,2,2.198332,41.398139
"2017S010097    ","Sant Martí","el Poblenou","Badajoz / Icària                                  ","Sunday","December",3,13,"Morning",1,0,1,2,2.200803,41.394523
"2017S000122    ","Sant Martí","el Poblenou","RBLA PRIM / GV Corts Catalanes                    ","Thursday","January",5,19,"Afternoon",0,0,0,1,2.208398,41.419569
"2017S003738    ","Sant Martí","Provençals del Poblenou","Espronceda                                        ","Thursday","April",27,10,"Morning",1,0,1,2,2.201856,41.407389
"2017S007503    ","Sant Martí","Provençals del Poblenou","Espronceda / Perú                                 ","Saturday","September",9,15,"Afternoon",2,0,2,2,2.198342,41.410089
"2017S001061    ","Sant Martí","Provençals del Poblenou","CTRA C-31                                         ","Wednesday","February",8,17,"Afternoon",0,0,0,3,2.205805,41.417384
"2017S007904    ","Sant Martí","Provençals del Poblenou","Corts Catalanes / Bac de Roda                     ","Sunday","September",24,9,"Morning",1,0,1,4,2.19819,41.411891
"2017S010082    ","Sant Martí","Provençals del Poblenou","Espronceda / Corts Catalanes                      ","Saturday","December",2,13,"Morning",0,0,0,1,2.197063,41.411044
"2017S004702    ","Sant Martí","Provençals del Poblenou","C-31                                              ","Sunday","May",28,8,"Morning",2,0,2,2,2.19735,41.411031
"2017S008946    ","Sant Martí","Provençals del Poblenou","Marroc / Bac de Roda                              ","Sunday","October",29,17,"Afternoon",1,0,1,1,2.201731,41.409239
"2017S006672    ","Sant Martí","Provençals del Poblenou","C-31                                              ","Tuesday","August",1,21,"Afternoon",1,0,1,2,2.193034,41.407835
"2017S005878    ","Sant Martí","Provençals del Poblenou","Corts Catalanes / Selva de Mar                    ","Wednesday","July",5,16,"Afternoon",0,0,0,2,2.201634,41.414447
"2017S009684    ","Sant Martí","Provençals del Poblenou","Josep Pla / Perú                                  ","Tuesday","November",21,22,"Night",1,0,1,2,2.206224,41.416095
"2017S001113    ","Sant Martí","Provençals del Poblenou","BILBAO / GV Corts Catalanes                       ","Friday","February",10,9,"Morning",1,0,1,1,2.194859,41.409289
"2017S003816    ","Sant Martí","Provençals del Poblenou","Perú / Selva de Mar                               ","Saturday","April",29,14,"Afternoon",1,0,1,2,2.202894,41.413519
"2017S005995    ","Sant Martí","Provençals del Poblenou","Perú                                              ","Monday","July",10,14,"Afternoon",1,0,1,1,2.205048,41.414983
"2017S000591    ","Sant Martí","Provençals del Poblenou","SELVA DE MAR / GV Corts Catalanes                 ","Sunday","January",22,19,"Afternoon",1,0,1,1,2.201634,41.414447
"2017S001862    ","Sant Martí","Provençals del Poblenou","PERE IV / Fluvià                                  ","Tuesday","March",7,9,"Morning",1,0,1,2,2.203038,41.40997
"2017S003392    ","Sant Martí","Provençals del Poblenou","Veneçuela / Selva de Mar                          ","Friday","April",14,11,"Morning",1,0,1,2,2.20736,41.410118
"2017S007682    ","Sant Martí","Provençals del Poblenou","Diagonal / Bilbao                                 ","Saturday","September",16,22,"Night",1,0,1,2,2.198352,41.40669
"2017S004402    ","Sant Martí","Provençals del Poblenou","Perú / Poblenou                                   ","Thursday","May",18,10,"Morning",1,0,1,2,2.193796,41.406675
"2017S001437    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","PROVENÇALS / Pujades                              ","Tuesday","February",21,8,"Morning",1,0,1,1,2.208511,41.40754
"2017S009997    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Bac de Roda / Diagonal                            ","Thursday","November",30,19,"Afternoon",2,0,2,2,2.20452,41.407344
"2017S004372    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Pellaires                                         ","Wednesday","May",17,9,"Morning",1,0,1,1,2.210245,41.404509
"2017S004224    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Pellaires                                         ","Friday","May",12,12,"Morning",0,0,0,2,2.209333,41.403729
"2017S003904    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Diagonal                                          ","Wednesday","May",3,7,"Morning",1,0,1,1,2.209629,41.40958
"2017S005550    ","Sant Martí","el Poblenou","Bilbao / Ramon Turró                              ","Sunday","June",25,20,"Afternoon",3,0,3,4,2.205233,41.401617
"2017S003533    ","Sant Martí","el Poblenou","Tànger / Poblenou                                 ","Thursday","April",20,17,"Afternoon",1,0,1,1,2.196057,41.404944
"2017S007185    ","Sant Martí","el Poblenou","Antic de València                                 ","Saturday","August",26,9,"Morning",0,0,0,1,2.202391,41.406085
"2017S003838    ","Sant Martí","el Poblenou","Pujades                                           ","Sunday","April",30,11,"Morning",2,0,2,3,2.200855,41.401938
"2017S008465    ","Sant Martí","el Poblenou","Litoral (Besòs)                                   ","Saturday","October",14,18,"Afternoon",2,0,2,2,2.204611,41.393827
"2017S003629    ","Sant Martí","el Poblenou","Litoral (Besòs)                                   ","Sunday","April",23,15,"Afternoon",5,0,5,5,2.2018,41.392004
"2017S004526    ","Sant Martí","el Poblenou","Litoral (Llobregat)                               ","Monday","May",22,9,"Morning",1,0,1,2,2.205981,41.395376
"2017S002436    ","Sant Martí","el Poblenou","RDA LITORAL(LLOBRE                                ","Monday","March",27,8,"Morning",1,0,1,2,2.203103,41.393092
"2017S003016    ","Sant Martí","el Parc i la Llacuna del Poblenou","Buenaventura Muñoz / Meridiana                    ","Saturday","April",1,18,"Afternoon",1,0,1,2,2.186869,41.393129
"2017S003290    ","Sant Martí","el Parc i la Llacuna del Poblenou","Marina / Llull                                    ","Monday","April",10,15,"Afternoon",2,0,2,2,2.190224,41.392273
"2017S004342    ","Sant Martí","el Parc i la Llacuna del Poblenou","Almogàvers / Sardenya                             ","Tuesday","May",16,12,"Morning",1,0,1,2,2.185805,41.393971
"2017S006013    ","Sant Martí","el Parc i la Llacuna del Poblenou","Marina / Buenaventura Muñoz                       ","Tuesday","July",11,9,"Morning",1,0,1,1,2.187949,41.393957
"2017S000456    ","Sant Martí","el Parc i la Llacuna del Poblenou","ALMOGÀVERS                                        ","Tuesday","January",17,14,"Afternoon",1,0,1,2,2.189735,41.396734
"2017S007632    ","Sant Martí","el Parc i la Llacuna del Poblenou","Castillejos / Meridiana                           ","Friday","September",15,9,"Morning",1,0,1,2,2.186951,41.399893
"2017S005194    ","Sant Martí","el Parc i la Llacuna del Poblenou","Llull / Zamora                                    ","Tuesday","June",13,21,"Afternoon",1,0,1,2,2.192547,41.393928
"2017S009929    ","Sant Martí","el Parc i la Llacuna del Poblenou","Buenaventura Muñoz / Meridiana                    ","Tuesday","November",28,18,"Afternoon",1,0,1,2,2.186869,41.393129
"2017S010245    ","Sant Martí","el Parc i la Llacuna del Poblenou","Glòries Catalanes                                 ","Monday","December",11,10,"Morning",1,0,1,2,2.188033,41.402572
"2017S005770    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Garcia Fària                                      ","Monday","July",3,16,"Afternoon",1,0,1,2,2.20964,41.400669
"2017S007662    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Garcia Fària / Provençals                         ","Friday","September",15,23,"Night",0,0,0,1,2.213772,41.403526
"2017S010115    ","Sant Martí","el Parc i la Llacuna del Poblenou","Diagonal / Ciutat de Granada                      ","Monday","December",4,14,"Afternoon",1,0,1,2,2.190367,41.404181
"2017S008757    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral                                           ","Sunday","October",22,15,"Afternoon",1,0,1,2,2.21088,41.400104
"2017S008323    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Garcia Fària                                      ","Saturday","July",15,13,"Morning",2,0,2,2,2.215322,41.404969
"2017S007902    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Garcia Fària                                      ","Sunday","September",24,4,"Night",1,0,1,1,2.218669,41.407651
"2017S010551    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral (Llobregat)                               ","Thursday","December",21,2,"Night",2,0,2,1,2.222171,41.411355
"2017S005323    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Josep Pla / Garcia Fària                          ","Saturday","June",17,22,"Night",2,0,2,2,2.218332,41.406911
"2017S006639    ","Sant Martí","el Parc i la Llacuna del Poblenou","Badajoz                                           ","Monday","July",31,8,"Morning",1,0,1,2,2.194493,41.399488
"2017S006839    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","B-10 (Llobregat)                                  ","Tuesday","August",8,13,"Morning",2,0,2,1,2.217908,41.405822
"2017S008561    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral (Llobregat)                               ","Wednesday","October",18,7,"Morning",0,0,0,2,2.217908,41.405822
"2017S009139    ","Sant Martí","el Parc i la Llacuna del Poblenou","Badajoz                                           ","Saturday","November",4,20,"Afternoon",3,0,3,2,2.193389,41.40004
"2017S004670    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral                                           ","Friday","May",26,21,"Afternoon",2,0,2,2,2.214286,41.40257
"2017S005668    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral                                           ","Thursday","June",29,19,"Afternoon",1,0,1,2,2.201548,41.391097
"2017S008675    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Bac de Roda                                       ","Friday","October",20,17,"Afternoon",1,0,1,2,2.211126,41.401901
"2017S010420    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral (Llobregat)                               ","Saturday","December",16,19,"Afternoon",1,0,1,2,2.213735,41.402829
"2017S002461    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","CTRA B-10 (LLOBRE)                                ","Tuesday","March",28,7,"Morning",1,0,1,2,2.213735,41.402829
"2017S009070    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Litoral (Llobregat)                               ","Friday","November",3,7,"Morning",1,0,1,2,2.21288,41.402187
"2017S006098    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Llevant / Diagonal                                ","Thursday","July",13,12,"Morning",1,0,1,2,2.219305,41.411328
"2017S004792    ","Sant Martí","el Parc i la Llacuna del Poblenou","Badajoz                                           ","Wednesday","May",31,13,"Morning",2,0,2,2,2.190701,41.402084
"2017S002477    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","RDA LITORAL(BESÒS)                                ","Tuesday","March",28,15,"Afternoon",1,0,1,2,2.214758,41.403345
"2017S000327    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","RDA LITORAL(BESÒS)                                ","Friday","January",13,14,"Afternoon",3,0,3,4,2.217285,41.4053
"2017S001205    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","RDA LITORAL(LLOBRE                                ","Monday","February",13,18,"Afternoon",1,0,1,2,2.218003,41.406044
"2017S001333    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","RDA LITORAL(BESÒS)                                ","Friday","February",17,14,"Afternoon",4,0,4,4,2.21559,41.404004
"2017S007492    ","Sant Martí","el Parc i la Llacuna del Poblenou","Àlaba / Almogàvers                                ","Saturday","September",9,0,"Night",1,0,1,2,2.191556,41.398217
"2017S005303    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","Garcia Fària / Bac de Roda                        ","Saturday","June",17,20,"Afternoon",1,0,1,2,2.211511,41.401814
"2017S000604    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","RAMON TURRÓ / Ferrers                             ","Monday","January",23,10,"Morning",1,0,1,2,2.21028,41.405466
"2017S000982    ","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","SELVA DE MAR / Pg Taulat                          ","Monday","February",6,7,"Morning",1,0,1,2,2.213302,41.405646
"2017S004394    ","Ciutat Vella","el Raval","Josep Carner / Drassanes                          ","Thursday","May",18,0,"Night",3,0,3,2,2.176656,41.374429
"2017S009532    ","Ciutat Vella","el Raval","Carme                                             ","Thursday","November",16,20,"Afternoon",1,0,1,1,2.167196,41.380288
"2017S005486    ","Ciutat Vella","el Raval","Nou de la Rambla                                  ","Friday","June",23,1,"Night",1,0,1,1,2.170537,41.375415
"2017S005824    ","Ciutat Vella","el Raval","Portal de la Pau                                  ","Tuesday","July",4,19,"Afternoon",1,0,1,1,2.176835,41.375294
"2017S003530    ","Ciutat Vella","el Raval","Portal de Santa Madrona                           ","Thursday","April",20,16,"Afternoon",0,0,0,2,2.173452,41.375058
"2017S010224    ","Ciutat Vella","el Raval","Litoral (Besòs)                                   ","Sunday","December",10,0,"Night",1,0,1,2,2.176292,41.372365
"2017S004690    ","Ciutat Vella","el Raval","Drassanes                                         ","Saturday","May",27,15,"Afternoon",1,0,1,1,2.176311,41.374766
"2017S008950    ","Ciutat Vella","el Raval","Litoral (Llobregat)                               ","Sunday","October",29,21,"Afternoon",0,0,0,1,2.177624,41.374301
"2017S006138    ","Sant Martí","la Vila Olímpica del Poblenou","Doctor Trueta / Àlaba                             ","Friday","July",14,10,"Morning",1,0,1,2,2.197259,41.393964
"2017S006412    ","Sant Martí","la Vila Olímpica del Poblenou","Gregal                                            ","Saturday","July",22,17,"Afternoon",1,0,1,1,2.201007,41.38794
"2017S010159    ","Sant Martí","la Vila Olímpica del Poblenou","Ramon Trias Fargas / Salvador Espriu              ","Tuesday","December",5,16,"Afternoon",1,0,1,1,2.194805,41.387167
"2017S009541    ","Sant Martí","la Vila Olímpica del Poblenou","Marítim de Nova Icària                            ","Friday","November",17,1,"Night",0,0,0,1,2.201603,41.391059
"2017S004456    ","Sant Martí","la Vila Olímpica del Poblenou","Litoral (Besòs)                                   ","Friday","May",19,21,"Afternoon",2,0,2,2,2.199842,41.390438
"2017S006063    ","Sant Martí","la Vila Olímpica del Poblenou","Litoral (Llobregat)                               ","Wednesday","July",12,8,"Morning",1,0,1,2,2.197996,41.389281
"2017S007315    ","Sant Martí","la Vila Olímpica del Poblenou","Icària / Moscou                                   ","Friday","September",1,14,"Afternoon",1,0,1,1,2.194517,41.389066
