"Year","District Code","District Name","Neighborhood Code","Neighborhood Name","Gender","Immigrants","Emigrants"
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Female",691,485
2016,6,"Gràcia",28,"Vallcarca i els Penitents","Female",354,219
2016,6,"Gràcia",29,"el Coll","Female",171,131
2016,6,"Gràcia",30,"la Salut","Female",305,166
2016,6,"Gràcia",31,"la Vila de Gràcia","Female",1650,848
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Female",803,469
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","Female",550,365
2016,7,"Horta-Guinardó",34,"Can Baró","Female",200,129
2016,7,"Horta-Guinardó",35,"el Guinardó","Female",852,577
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","Female",103,108
2016,7,"Horta-Guinardó",37,"el Carmel","Female",598,457
2016,7,"Horta-Guinardó",38,"la Teixonera","Female",268,175
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Female",170,83
2016,7,"Horta-Guinardó",40,"Montbau","Female",134,64
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","Female",98,55
2016,7,"Horta-Guinardó",42,"la Clota","Female",15,3
2016,7,"Horta-Guinardó",43,"Horta","Female",506,317
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Female",509,361
2016,8,"Nou Barris",45,"Porta","Female",618,352
2016,8,"Nou Barris",46,"el Turó de la Peira","Female",381,231
2016,8,"Nou Barris",47,"Can Peguera","Female",37,27
2016,8,"Nou Barris",48,"la Guineueta","Female",260,143
2016,8,"Nou Barris",49,"Canyelles","Female",65,79
2016,8,"Nou Barris",50,"les Roquetes","Female",469,303
2016,8,"Nou Barris",51,"Verdun","Female",303,205
2016,8,"Nou Barris",52,"la Prosperitat","Female",624,367
2016,8,"Nou Barris",53,"la Trinitat Nova","Female",174,132
2016,8,"Nou Barris",54,"Torre Baró","Female",70,35
2016,8,"Nou Barris",55,"Ciutat Meridiana","Female",310,188
2016,8,"Nou Barris",56,"Vallbona","Female",28,22
2016,9,"Sant Andreu",57,"la Trinitat Vella","Female",245,170
2016,9,"Sant Andreu",58,"Baró de Viver","Female",44,40
2016,9,"Sant Andreu",59,"el Bon Pastor","Female",233,219
2016,9,"Sant Andreu",60,"Sant Andreu","Female",896,708
2016,9,"Sant Andreu",61,"la Sagrera","Female",646,388
2016,9,"Sant Andreu",62,"el Congrés i els Indians","Female",299,190
2016,9,"Sant Andreu",63,"Navas","Female",470,346
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Female",974,680
2016,10,"Sant Martí",65,"el Clot","Female",589,379
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Female",406,236
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Female",195,104
2016,10,"Sant Martí",68,"el Poblenou","Female",813,483
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Female",332,193
2016,10,"Sant Martí",70,"el Besòs i el Maresme","Female",704,484
2016,10,"Sant Martí",71,"Provençals del Poblenou","Female",407,320
2016,10,"Sant Martí",72,"Sant Martí de Provençals","Female",535,403
2016,10,"Sant Martí",73,"la Verneda i la Pau","Female",501,396
2015,1,"Ciutat Vella",1,"el Raval","Male",3219,1541
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Male",1164,435
2015,1,"Ciutat Vella",3,"la Barceloneta","Male",808,326
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Male",1302,564
2015,2,"Eixample",5,"el Fort Pienc","Male",999,519
2015,2,"Eixample",6,"la Sagrada Família","Male",1544,817
2015,2,"Eixample",7,"la Dreta de l'Eixample","Male",1376,673
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Male",1443,675
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Male",1699,941
2015,2,"Eixample",10,"Sant Antoni","Male",1188,726
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Male",1573,968
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Male",33,19
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Male",691,546
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Male",372,209
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Male",605,356
2015,3,"Sants-Montjuïc",16,"la Bordeta","Male",488,366
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Male",708,568
2015,3,"Sants-Montjuïc",18,"Sants","Male",1224,918
2015,4,"Les Corts",19,"les Corts","Male",1022,675
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Male",626,400
2015,4,"Les Corts",21,"Pedralbes","Male",392,208
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Male",110,88
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Male",579,349
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Male",313,191
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Male",575,366
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Male",1032,586
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Male",679,408
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Male",312,220
2015,6,"Gràcia",29,"el Coll","Male",177,119
2015,6,"Gràcia",30,"la Salut","Male",268,167
2015,6,"Gràcia",31,"la Vila de Gràcia","Male",1607,782
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Male",780,464
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Male",587,367
2015,7,"Horta-Guinardó",34,"Can Baró","Male",205,128
2015,7,"Horta-Guinardó",35,"el Guinardó","Male",805,487
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Male",125,91
2015,7,"Horta-Guinardó",37,"el Carmel","Male",564,449
2015,7,"Horta-Guinardó",38,"la Teixonera","Male",205,158
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Male",135,117
2015,7,"Horta-Guinardó",40,"Montbau","Male",112,61
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Male",99,55
2015,7,"Horta-Guinardó",42,"la Clota","Male",20,11
2015,7,"Horta-Guinardó",43,"Horta","Male",481,319
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Male",498,322
2015,8,"Nou Barris",45,"Porta","Male",510,302
2015,8,"Nou Barris",46,"el Turó de la Peira","Male",382,223
2015,8,"Nou Barris",47,"Can Peguera","Male",17,26
2015,8,"Nou Barris",48,"la Guineueta","Male",203,187
2015,8,"Nou Barris",49,"Canyelles","Male",77,72
2015,8,"Nou Barris",50,"les Roquetes","Male",409,287
2015,8,"Nou Barris",51,"Verdun","Male",278,203
2015,8,"Nou Barris",52,"la Prosperitat","Male",497,379
2015,8,"Nou Barris",53,"la Trinitat Nova","Male",189,142
2015,8,"Nou Barris",54,"Torre Baró","Male",70,47
2015,8,"Nou Barris",55,"Ciutat Meridiana","Male",303,286
2015,8,"Nou Barris",56,"Vallbona","Male",37,24
2015,9,"Sant Andreu",57,"la Trinitat Vella","Male",407,296
2015,9,"Sant Andreu",58,"Baró de Viver","Male",61,36
2015,9,"Sant Andreu",59,"el Bon Pastor","Male",310,245
2015,9,"Sant Andreu",60,"Sant Andreu","Male",898,706
2015,9,"Sant Andreu",61,"la Sagrera","Male",548,364
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Male",272,200
2015,9,"Sant Andreu",63,"Navas","Male",470,319
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Male",935,623
2015,10,"Sant Martí",65,"el Clot","Male",612,405
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Male",442,271
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Male",243,128
2015,10,"Sant Martí",68,"el Poblenou","Male",800,477
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Male",348,241
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Male",921,709
2015,10,"Sant Martí",71,"Provençals del Poblenou","Male",474,301
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Male",496,335
2015,10,"Sant Martí",73,"la Verneda i la Pau","Male",529,437
2015,1,"Ciutat Vella",1,"el Raval","Female",2118,993
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Female",1038,337
2015,1,"Ciutat Vella",3,"la Barceloneta","Female",746,316
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Female",1250,520
2015,2,"Eixample",5,"el Fort Pienc","Female",1005,533
2015,2,"Eixample",6,"la Sagrada Família","Female",1722,866
2015,2,"Eixample",7,"la Dreta de l'Eixample","Female",1597,807
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Female",1493,702
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Female",1844,995
2015,2,"Eixample",10,"Sant Antoni","Female",1108,645
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Female",1321,902
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Female",28,20
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Female",674,502
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Female",390,226
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Female",569,324
2015,3,"Sants-Montjuïc",16,"la Bordeta","Female",451,369
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Female",767,569
2015,3,"Sants-Montjuïc",18,"Sants","Female",1285,896
2015,4,"Les Corts",19,"les Corts","Female",1099,737
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Female",714,453
2015,4,"Les Corts",21,"Pedralbes","Female",350,193
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Female",121,90
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Female",608,368
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Female",396,245
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Female",642,407
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Female",1236,721
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Female",780,429
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Female",351,201
2015,6,"Gràcia",29,"el Coll","Female",195,108
2015,6,"Gràcia",30,"la Salut","Female",286,204
2015,6,"Gràcia",31,"la Vila de Gràcia","Female",1895,931
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Female",863,471
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Female",618,394
2015,7,"Horta-Guinardó",34,"Can Baró","Female",197,133
2015,7,"Horta-Guinardó",35,"el Guinardó","Female",858,579
