"Year","Month","District Code","District Name","Neighborhood Code","Neighborhood Name","Gender","Demand_occupation","Number"
"2017","January","10","Sant Martí","67","la Vila Olímpica del Poblenou","Male","Registered unemployed",203
"2017","January","10","Sant Martí","68","el Poblenou","Male","Registered unemployed",695
"2017","January","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Male","Registered unemployed",337
"2017","January","10","Sant Martí","70","el Besòs i el Maresme","Male","Registered unemployed",771
"2017","January","10","Sant Martí","71","Provençals del Poblenou","Male","Registered unemployed",492
"2017","January","10","Sant Martí","72","Sant Martí de Provençals","Male","Registered unemployed",686
"2017","January","10","Sant Martí","73","la Verneda i la Pau","Male","Registered unemployed",778
"2017","January","99","No consta","99","No consta","Male","Registered unemployed",3
"2017","January","1","Ciutat Vella","1","el Raval","Male","Unemployment demand",429
"2017","January","1","Ciutat Vella","2","el Barri Gòtic","Male","Unemployment demand",158
"2017","January","1","Ciutat Vella","3","la Barceloneta","Male","Unemployment demand",197
"2017","January","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Male","Unemployment demand",266
"2017","January","2","Eixample","5","el Fort Pienc","Male","Unemployment demand",183
"2017","January","2","Eixample","6","la Sagrada Família","Male","Unemployment demand",302
"2017","January","2","Eixample","7","la Dreta de l'Eixample","Male","Unemployment demand",167
"2017","January","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Male","Unemployment demand",177
"2017","January","2","Eixample","9","la Nova Esquerra de l'Eixample","Male","Unemployment demand",344
"2017","January","2","Eixample","10","Sant Antoni","Male","Unemployment demand",231
"2017","January","3","Sants-Montjuïc","11","el Poble Sec","Male","Unemployment demand",305
"2017","January","3","Sants-Montjuïc","12","la Marina del Prat Vermell","Male","Unemployment demand",16
"2017","January","3","Sants-Montjuïc","13","la Marina de Port","Male","Unemployment demand",205
"2017","January","3","Sants-Montjuïc","14","la Font de la Guatlla","Male","Unemployment demand",76
"2017","January","3","Sants-Montjuïc","15","Hostafrancs","Male","Unemployment demand",106
"2017","January","3","Sants-Montjuïc","16","la Bordeta","Male","Unemployment demand",124
"2017","January","3","Sants-Montjuïc","17","Sants - Badal","Male","Unemployment demand",133
"2017","January","3","Sants-Montjuïc","18","Sants","Male","Unemployment demand",256
"2017","January","4","Les Corts","19","les Corts","Male","Unemployment demand",273
"2017","January","4","Les Corts","20","la Maternitat i Sant Ramon","Male","Unemployment demand",131
"2017","January","4","Les Corts","21","Pedralbes","Male","Unemployment demand",28
"2017","January","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Male","Unemployment demand",12
"2017","January","5","Sarrià-Sant Gervasi","23","Sarrià","Male","Unemployment demand",62
"2017","January","5","Sarrià-Sant Gervasi","24","les Tres Torres","Male","Unemployment demand",47
"2017","January","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Male","Unemployment demand",60
"2017","January","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Male","Unemployment demand",113
"2017","January","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","Male","Unemployment demand",114
"2017","January","6","Gràcia","28","Vallcarca i els Penitents","Male","Unemployment demand",80
"2017","January","6","Gràcia","29","el Coll","Male","Unemployment demand",34
"2017","January","6","Gràcia","30","la Salut","Male","Unemployment demand",72
"2017","January","6","Gràcia","31","la Vila de Gràcia","Male","Unemployment demand",270
"2017","January","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Male","Unemployment demand",191
"2017","January","7","Horta-Guinardó","33","el Baix Guinardó","Male","Unemployment demand",147
"2017","January","7","Horta-Guinardó","34","Can Baró","Male","Unemployment demand",52
"2017","January","7","Horta-Guinardó","35","el Guinardó","Male","Unemployment demand",175
"2017","January","7","Horta-Guinardó","36","la Font d'en Fargues","Male","Unemployment demand",53
"2017","January","7","Horta-Guinardó","37","el Carmel","Male","Unemployment demand",182
"2017","January","7","Horta-Guinardó","38","la Teixonera","Male","Unemployment demand",54
"2017","January","7","Horta-Guinardó","39","Sant Genís dels Agudells","Male","Unemployment demand",33
"2017","January","7","Horta-Guinardó","40","Montbau","Male","Unemployment demand",24
"2017","January","7","Horta-Guinardó","41","la Vall d'Hebron","Male","Unemployment demand",25
"2017","January","7","Horta-Guinardó","42","la Clota","Male","Unemployment demand",2
"2017","January","7","Horta-Guinardó","43","Horta","Male","Unemployment demand",153
"2017","January","8","Nou Barris","44","Vilapicina i la Torre Llobeta","Male","Unemployment demand",146
"2017","January","8","Nou Barris","45","Porta","Male","Unemployment demand",144
"2017","January","8","Nou Barris","46","el Turó de la Peira","Male","Unemployment demand",89
"2017","January","8","Nou Barris","47","Can Peguera","Male","Unemployment demand",12
"2017","January","8","Nou Barris","48","la Guineueta","Male","Unemployment demand",100
"2017","January","8","Nou Barris","49","Canyelles","Male","Unemployment demand",49
"2017","January","8","Nou Barris","50","les Roquetes","Male","Unemployment demand",106
"2017","January","8","Nou Barris","51","Verdun","Male","Unemployment demand",81
"2017","January","8","Nou Barris","52","la Prosperitat","Male","Unemployment demand",164
"2017","January","8","Nou Barris","53","la Trinitat Nova","Male","Unemployment demand",61
"2017","January","8","Nou Barris","54","Torre Baró","Male","Unemployment demand",17
"2017","January","8","Nou Barris","55","Ciutat Meridiana","Male","Unemployment demand",87
"2017","January","8","Nou Barris","56","Vallbona","Male","Unemployment demand",10
"2017","January","9","Sant Andreu","57","la Trinitat Vella","Male","Unemployment demand",80
"2017","January","9","Sant Andreu","58","Baró de Viver","Male","Unemployment demand",15
"2017","January","9","Sant Andreu","59","el Bon Pastor","Male","Unemployment demand",87
"2017","January","9","Sant Andreu","60","Sant Andreu","Male","Unemployment demand",353
"2017","January","9","Sant Andreu","61","la Sagrera","Male","Unemployment demand",169
"2017","January","9","Sant Andreu","62","el Congrés i els Indians","Male","Unemployment demand",82
"2017","January","9","Sant Andreu","63","Navas","Male","Unemployment demand",124
"2017","January","10","Sant Martí","64","el Camp de l'Arpa del Clot","Male","Unemployment demand",240
"2017","January","10","Sant Martí","65","el Clot","Male","Unemployment demand",161
"2017","January","10","Sant Martí","66","el Parc i la Llacuna del Poblenou","Male","Unemployment demand",81
"2017","January","10","Sant Martí","67","la Vila Olímpica del Poblenou","Male","Unemployment demand",65
"2017","January","10","Sant Martí","68","el Poblenou","Male","Unemployment demand",218
"2017","January","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Male","Unemployment demand",89
"2017","January","10","Sant Martí","70","el Besòs i el Maresme","Male","Unemployment demand",200
"2017","January","10","Sant Martí","71","Provençals del Poblenou","Male","Unemployment demand",123
"2017","January","10","Sant Martí","72","Sant Martí de Provençals","Male","Unemployment demand",164
"2017","January","10","Sant Martí","73","la Verneda i la Pau","Male","Unemployment demand",185
"2017","January","99","No consta","99","No consta","Male","Unemployment demand",2
"2017","January","1","Ciutat Vella","1","el Raval","Female","Registered unemployed",1452
"2017","January","1","Ciutat Vella","2","el Barri Gòtic","Female","Registered unemployed",411
"2017","January","1","Ciutat Vella","3","la Barceloneta","Female","Registered unemployed",525
"2017","January","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Female","Registered unemployed",725
"2017","January","2","Eixample","5","el Fort Pienc","Female","Registered unemployed",738
"2017","January","2","Eixample","6","la Sagrada Família","Female","Registered unemployed",1206
"2017","January","2","Eixample","7","la Dreta de l'Eixample","Female","Registered unemployed",810
"2017","January","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Female","Registered unemployed",825
"2017","January","2","Eixample","9","la Nova Esquerra de l'Eixample","Female","Registered unemployed",1231
"2017","January","2","Eixample","10","Sant Antoni","Female","Registered unemployed",881
"2017","January","3","Sants-Montjuïc","11","el Poble Sec","Female","Registered unemployed",1245
"2017","January","3","Sants-Montjuïc","12","la Marina del Prat Vermell","Female","Registered unemployed",53
"2017","January","3","Sants-Montjuïc","13","la Marina de Port","Female","Registered unemployed",1030
"2017","January","3","Sants-Montjuïc","14","la Font de la Guatlla","Female","Registered unemployed",316
"2017","January","3","Sants-Montjuïc","15","Hostafrancs","Female","Registered unemployed",427
"2017","January","3","Sants-Montjuïc","16","la Bordeta","Female","Registered unemployed",501
"2017","January","3","Sants-Montjuïc","17","Sants - Badal","Female","Registered unemployed",543
"2017","January","3","Sants-Montjuïc","18","Sants","Female","Registered unemployed",1024
"2017","January","4","Les Corts","19","les Corts","Female","Registered unemployed",1024
"2017","January","4","Les Corts","20","la Maternitat i Sant Ramon","Female","Registered unemployed",537
"2017","January","4","Les Corts","21","Pedralbes","Female","Registered unemployed",125
"2017","January","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Female","Registered unemployed",51
"2017","January","5","Sarrià-Sant Gervasi","23","Sarrià","Female","Registered unemployed",268
"2017","January","5","Sarrià-Sant Gervasi","24","les Tres Torres","Female","Registered unemployed",199
"2017","January","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Female","Registered unemployed",347
"2017","January","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Female","Registered unemployed",633
"2017","January","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","Female","Registered unemployed",583
"2017","January","6","Gràcia","28","Vallcarca i els Penitents","Female","Registered unemployed",377
"2017","January","6","Gràcia","29","el Coll","Female","Registered unemployed",159
"2017","January","6","Gràcia","30","la Salut","Female","Registered unemployed",305
"2017","January","6","Gràcia","31","la Vila de Gràcia","Female","Registered unemployed",1181
"2017","January","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Female","Registered unemployed",780
"2017","January","7","Horta-Guinardó","33","el Baix Guinardó","Female","Registered unemployed",601
"2017","January","7","Horta-Guinardó","34","Can Baró","Female","Registered unemployed",217
"2017","January","7","Horta-Guinardó","35","el Guinardó","Female","Registered unemployed",956
"2017","January","7","Horta-Guinardó","36","la Font d'en Fargues","Female","Registered unemployed",287
"2017","January","7","Horta-Guinardó","37","el Carmel","Female","Registered unemployed",978
"2017","January","7","Horta-Guinardó","38","la Teixonera","Female","Registered unemployed",298
"2017","January","7","Horta-Guinardó","39","Sant Genís dels Agudells","Female","Registered unemployed",180
"2017","January","7","Horta-Guinardó","40","Montbau","Female","Registered unemployed",130
"2017","January","7","Horta-Guinardó","41","la Vall d'Hebron","Female","Registered unemployed",139
"2017","January","7","Horta-Guinardó","42","la Clota","Female","Registered unemployed",10
"2017","January","7","Horta-Guinardó","43","Horta","Female","Registered unemployed",806
"2017","January","8","Nou Barris","44","Vilapicina i la Torre Llobeta","Female","Registered unemployed",755
"2017","January","8","Nou Barris","45","Porta","Female","Registered unemployed",753
"2017","January","8","Nou Barris","46","el Turó de la Peira","Female","Registered unemployed",462
"2017","January","8","Nou Barris","47","Can Peguera","Female","Registered unemployed",65
"2017","January","8","Nou Barris","48","la Guineueta","Female","Registered unemployed",533
"2017","January","8","Nou Barris","49","Canyelles","Female","Registered unemployed",260
"2017","January","8","Nou Barris","50","les Roquetes","Female","Registered unemployed",563
"2017","January","8","Nou Barris","51","Verdun","Female","Registered unemployed",432
"2017","January","8","Nou Barris","52","la Prosperitat","Female","Registered unemployed",848
"2017","January","8","Nou Barris","53","la Trinitat Nova","Female","Registered unemployed",335
"2017","January","8","Nou Barris","54","Torre Baró","Female","Registered unemployed",92
"2017","January","8","Nou Barris","55","Ciutat Meridiana","Female","Registered unemployed",478
"2017","January","8","Nou Barris","56","Vallbona","Female","Registered unemployed",55
"2017","January","9","Sant Andreu","57","la Trinitat Vella","Female","Registered unemployed",443
"2017","January","9","Sant Andreu","58","Baró de Viver","Female","Registered unemployed",76
"2017","January","9","Sant Andreu","59","el Bon Pastor","Female","Registered unemployed",432
"2017","January","9","Sant Andreu","60","Sant Andreu","Female","Registered unemployed",1748
"2017","January","9","Sant Andreu","61","la Sagrera","Female","Registered unemployed",770
"2017","January","9","Sant Andreu","62","el Congrés i els Indians","Female","Registered unemployed",375
"2017","January","9","Sant Andreu","63","Navas","Female","Registered unemployed",577
"2017","January","10","Sant Martí","64","el Camp de l'Arpa del Clot","Female","Registered unemployed",1034
"2017","January","10","Sant Martí","65","el Clot","Female","Registered unemployed",745
"2017","January","10","Sant Martí","66","el Parc i la Llacuna del Poblenou","Female","Registered unemployed",375
"2017","January","10","Sant Martí","67","la Vila Olímpica del Poblenou","Female","Registered unemployed",248
"2017","January","10","Sant Martí","68","el Poblenou","Female","Registered unemployed",853
"2017","January","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Female","Registered unemployed",368
"2017","January","10","Sant Martí","70","el Besòs i el Maresme","Female","Registered unemployed",841
"2017","January","10","Sant Martí","71","Provençals del Poblenou","Female","Registered unemployed",593
"2017","January","10","Sant Martí","72","Sant Martí de Provençals","Female","Registered unemployed",824
"2017","January","10","Sant Martí","73","la Verneda i la Pau","Female","Registered unemployed",932
"2017","January","99","No consta","99","No consta","Female","Registered unemployed",5
"2017","January","1","Ciutat Vella","1","el Raval","Female","Unemployment demand",288
"2017","January","1","Ciutat Vella","2","el Barri Gòtic","Female","Unemployment demand",105
"2017","January","1","Ciutat Vella","3","la Barceloneta","Female","Unemployment demand",136
"2017","January","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Female","Unemployment demand",187
"2017","January","2","Eixample","5","el Fort Pienc","Female","Unemployment demand",185
"2017","January","2","Eixample","6","la Sagrada Família","Female","Unemployment demand",319
"2017","January","2","Eixample","7","la Dreta de l'Eixample","Female","Unemployment demand",210
"2017","January","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Female","Unemployment demand",197
"2017","January","2","Eixample","9","la Nova Esquerra de l'Eixample","Female","Unemployment demand",359
"2017","January","2","Eixample","10","Sant Antoni","Female","Unemployment demand",246
"2017","January","3","Sants-Montjuïc","11","el Poble Sec","Female","Unemployment demand",272
"2017","January","3","Sants-Montjuïc","12","la Marina del Prat Vermell","Female","Unemployment demand",8
"2017","January","3","Sants-Montjuïc","13","la Marina de Port","Female","Unemployment demand",178
"2017","January","3","Sants-Montjuïc","14","la Font de la Guatlla","Female","Unemployment demand",68
"2017","January","3","Sants-Montjuïc","15","Hostafrancs","Female","Unemployment demand",107
"2017","January","3","Sants-Montjuïc","16","la Bordeta","Female","Unemployment demand",126
"2017","January","3","Sants-Montjuïc","17","Sants - Badal","Female","Unemployment demand",156
"2017","January","3","Sants-Montjuïc","18","Sants","Female","Unemployment demand",275
"2017","January","4","Les Corts","19","les Corts","Female","Unemployment demand",285
"2017","January","4","Les Corts","20","la Maternitat i Sant Ramon","Female","Unemployment demand",155
"2017","January","4","Les Corts","21","Pedralbes","Female","Unemployment demand",30
"2017","January","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Female","Unemployment demand",12
"2017","January","5","Sarrià-Sant Gervasi","23","Sarrià","Female","Unemployment demand",64
"2017","January","5","Sarrià-Sant Gervasi","24","les Tres Torres","Female","Unemployment demand",45
"2017","January","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Female","Unemployment demand",80
"2017","January","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Female","Unemployment demand",143
"2017","January","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","Female","Unemployment demand",152
"2017","January","6","Gràcia","28","Vallcarca i els Penitents","Female","Unemployment demand",97
"2017","January","6","Gràcia","29","el Coll","Female","Unemployment demand",42
"2017","January","6","Gràcia","30","la Salut","Female","Unemployment demand",85
"2017","January","6","Gràcia","31","la Vila de Gràcia","Female","Unemployment demand",282
"2017","January","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Female","Unemployment demand",213
"2017","January","7","Horta-Guinardó","33","el Baix Guinardó","Female","Unemployment demand",166
"2017","January","7","Horta-Guinardó","34","Can Baró","Female","Unemployment demand",61
"2017","January","7","Horta-Guinardó","35","el Guinardó","Female","Unemployment demand",228
"2017","January","7","Horta-Guinardó","36","la Font d'en Fargues","Female","Unemployment demand",63
"2017","January","7","Horta-Guinardó","37","el Carmel","Female","Unemployment demand",216
"2017","January","7","Horta-Guinardó","38","la Teixonera","Female","Unemployment demand",64
"2017","January","7","Horta-Guinardó","39","Sant Genís dels Agudells","Female","Unemployment demand",39
"2017","January","7","Horta-Guinardó","40","Montbau","Female","Unemployment demand",28
"2017","January","7","Horta-Guinardó","41","la Vall d'Hebron","Female","Unemployment demand",30
"2017","January","7","Horta-Guinardó","42","la Clota","Female","Unemployment demand",2
"2017","January","7","Horta-Guinardó","43","Horta","Female","Unemployment demand",169
"2017","January","8","Nou Barris","44","Vilapicina i la Torre Llobeta","Female","Unemployment demand",155
"2017","January","8","Nou Barris","45","Porta","Female","Unemployment demand",152
"2017","January","8","Nou Barris","46","el Turó de la Peira","Female","Unemployment demand",94
"2017","January","8","Nou Barris","47","Can Peguera","Female","Unemployment demand",13
"2017","January","8","Nou Barris","48","la Guineueta","Female","Unemployment demand",112
"2017","January","8","Nou Barris","49","Canyelles","Female","Unemployment demand",54
"2017","January","8","Nou Barris","50","les Roquetes","Female","Unemployment demand",118
"2017","January","8","Nou Barris","51","Verdun","Female","Unemployment demand",90
"2017","January","8","Nou Barris","52","la Prosperitat","Female","Unemployment demand",170
"2017","January","8","Nou Barris","53","la Trinitat Nova","Female","Unemployment demand",60
"2017","January","8","Nou Barris","54","Torre Baró","Female","Unemployment demand",16
"2017","January","8","Nou Barris","55","Ciutat Meridiana","Female","Unemployment demand",84
"2017","January","8","Nou Barris","56","Vallbona","Female","Unemployment demand",10
"2017","January","9","Sant Andreu","57","la Trinitat Vella","Female","Unemployment demand",78
"2017","January","9","Sant Andreu","58","Baró de Viver","Female","Unemployment demand",15
"2017","January","9","Sant Andreu","59","el Bon Pastor","Female","Unemployment demand",86
"2017","January","9","Sant Andreu","60","Sant Andreu","Female","Unemployment demand",348
"2017","January","9","Sant Andreu","61","la Sagrera","Female","Unemployment demand",191
"2017","January","9","Sant Andreu","62","el Congrés i els Indians","Female","Unemployment demand",93
"2017","January","9","Sant Andreu","63","Navas","Female","Unemployment demand",143
"2017","January","10","Sant Martí","64","el Camp de l'Arpa del Clot","Female","Unemployment demand",255
"2017","January","10","Sant Martí","65","el Clot","Female","Unemployment demand",160
"2017","January","10","Sant Martí","66","el Parc i la Llacuna del Poblenou","Female","Unemployment demand",73
"2017","January","10","Sant Martí","67","la Vila Olímpica del Poblenou","Female","Unemployment demand",50
"2017","January","10","Sant Martí","68","el Poblenou","Female","Unemployment demand",172
"2017","January","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Female","Unemployment demand",69
"2017","January","10","Sant Martí","70","el Besòs i el Maresme","Female","Unemployment demand",158
"2017","January","10","Sant Martí","71","Provençals del Poblenou","Female","Unemployment demand",121
"2017","January","10","Sant Martí","72","Sant Martí de Provençals","Female","Unemployment demand",179
"2017","January","10","Sant Martí","73","la Verneda i la Pau","Female","Unemployment demand",204
"2017","January","99","No consta","99","No consta","Female","Unemployment demand",0
"2017","February","1","Ciutat Vella","1","el Raval","Male","Registered unemployed",2063
"2017","February","1","Ciutat Vella","2","el Barri Gòtic","Male","Registered unemployed",506
"2017","February","1","Ciutat Vella","3","la Barceloneta","Male","Registered unemployed",525
"2017","February","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Male","Registered unemployed",726
"2017","February","2","Eixample","5","el Fort Pienc","Male","Registered unemployed",626
"2017","February","2","Eixample","6","la Sagrada Família","Male","Registered unemployed",1029
"2017","February","2","Eixample","7","la Dreta de l'Eixample","Male","Registered unemployed",645
"2017","February","2","Eixample","8","l'Antiga Esquerra de l'Eixample","Male","Registered unemployed",746
"2017","February","2","Eixample","9","la Nova Esquerra de l'Eixample","Male","Registered unemployed",1116
"2017","February","2","Eixample","10","Sant Antoni","Male","Registered unemployed",844
"2017","February","3","Sants-Montjuïc","11","el Poble Sec","Male","Registered unemployed",1242
"2017","February","3","Sants-Montjuïc","12","la Marina del Prat Vermell","Male","Registered unemployed",71
"2017","February","3","Sants-Montjuïc","13","la Marina de Port","Male","Registered unemployed",798
"2017","February","3","Sants-Montjuïc","14","la Font de la Guatlla","Male","Registered unemployed",310
"2017","February","3","Sants-Montjuïc","15","Hostafrancs","Male","Registered unemployed",340
"2017","February","3","Sants-Montjuïc","16","la Bordeta","Male","Registered unemployed",399
"2017","February","3","Sants-Montjuïc","17","Sants - Badal","Male","Registered unemployed",416
"2017","February","3","Sants-Montjuïc","18","Sants","Male","Registered unemployed",808
"2017","February","4","Les Corts","19","les Corts","Male","Registered unemployed",833
"2017","February","4","Les Corts","20","la Maternitat i Sant Ramon","Male","Registered unemployed",411
"2017","February","4","Les Corts","21","Pedralbes","Male","Registered unemployed",99
"2017","February","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Male","Registered unemployed",42
"2017","February","5","Sarrià-Sant Gervasi","23","Sarrià","Male","Registered unemployed",216
"2017","February","5","Sarrià-Sant Gervasi","24","les Tres Torres","Male","Registered unemployed",164
"2017","February","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Male","Registered unemployed",255
"2017","February","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Male","Registered unemployed",506
"2017","February","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","Male","Registered unemployed",458
"2017","February","6","Gràcia","28","Vallcarca i els Penitents","Male","Registered unemployed",295
"2017","February","6","Gràcia","29","el Coll","Male","Registered unemployed",122
"2017","February","6","Gràcia","30","la Salut","Male","Registered unemployed",246
"2017","February","6","Gràcia","31","la Vila de Gràcia","Male","Registered unemployed",1008
"2017","February","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Male","Registered unemployed",650
"2017","February","7","Horta-Guinardó","33","el Baix Guinardó","Male","Registered unemployed",505
"2017","February","7","Horta-Guinardó","34","Can Baró","Male","Registered unemployed",176
"2017","February","7","Horta-Guinardó","35","el Guinardó","Male","Registered unemployed",828
"2017","February","7","Horta-Guinardó","36","la Font d'en Fargues","Male","Registered unemployed",246
"2017","February","7","Horta-Guinardó","37","el Carmel","Male","Registered unemployed",836
"2017","February","7","Horta-Guinardó","38","la Teixonera","Male","Registered unemployed",260
"2017","February","7","Horta-Guinardó","39","Sant Genís dels Agudells","Male","Registered unemployed",158
